Transaction_ID,Date,Time,Sender_Name,Receiver_Name,Mobile_Number,UPI_ID,Bank_Name,Transaction_Type,Amount,Status,Payment_Method,State,City,Device_Type
PP100157,2026-07-05 00:00:00,18:37:47,Customer_158,Merchant_100,9701825416,user158@ybl,BOB,Bill Payment,17249,Success,Phone Number,Karnataka,Nashik,Android
PP100158,2026-07-05 00:00:00,09:37:54,Customer_159,Merchant_94,9303566625,user159@ybl,Kotak,Merchant Payment,9428,Success,UPI,Rajasthan,Pune,Android
PP100159,2026-07-05 00:00:00,09:57:34,Customer_160,Merchant_87,9737198879,user160@ybl,Axis,Bill Payment,3280,Success,UPI,Maharashtra,Nashik,iOS
PP100160,2026-07-05 00:00:00,12:51:11,Customer_161,Merchant_42,9901594841,user161@ybl,SBI,Food Payment,3165,Failed,UPI,Gujarat,Mumbai,Android
PP100161,2026-07-05 00:00:00,20:28:08,Customer_162,Merchant_44,9938006291,user162@ybl,SBI,Bill Payment,7822,Success,QR Code,Gujarat,Pune,Android
PP100162,2026-07-05 00:00:00,10:41:58,Customer_163,Merchant_14,9821795596,user163@ybl,Axis,Bill Payment,2283,Success,Phone Number,Gujarat,Nagpur,Android
PP100163,2026-07-05 00:00:00,02:51:07,Customer_164,Merchant_78,9653853232,user164@ybl,ICICI,Food Payment,8175,Success,QR Code,Gujarat,Mumbai,Android
PP100164,2026-07-05 00:00:00,00:17:42,Customer_165,Merchant_2,9141525980,user165@ybl,Canara,Food Payment,942,Success,Phone Number,Karnataka,Pune,Android
PP100165,2026-07-05 00:00:00,14:00:48,Customer_166,Merchant_37,9583130298,user166@ybl,PNB,Bill Payment,6715,Success,QR Code,Madhya Pradesh,Nashik,Android
PP100166,2026-07-05 00:00:00,01:43:49,Customer_167,Merchant_69,9945247531,user167@ybl,Axis,Bill Payment,20692,Failed,UPI,Maharashtra,Nashik,Android
PP100167,2026-07-05 00:00:00,15:46:33,Customer_168,Merchant_38,9800360832,user168@ybl,HDFC,Bill Payment,5778,Success,QR Code,Karnataka,Mumbai,Android
PP100168,2026-07-05 00:00:00,13:18:35,Customer_169,Merchant_41,9093895509,user169@ybl,ICICI,Merchant Payment,12596,Success,Phone Number,Rajasthan,Mumbai,Android
PP100169,2026-07-05 00:00:00,01:17:12,Customer_170,Merchant_62,9151234838,user170@ybl,Axis,Food Payment,24535,Success,Phone Number,Madhya Pradesh,Nashik,Android
PP100170,2026-07-05 00:00:00,00:59:56,Customer_171,Merchant_60,9927088913,user171@ybl,Axis,Bill Payment,19034,Success,QR Code,Madhya Pradesh,Pune,Android
PP100171,2026-07-05 00:00:00,01:42:48,Customer_172,Merchant_14,9760463084,user172@ybl,ICICI,Food Payment,7836,Success,QR Code,Gujarat,Nagpur,iOS
PP100172,2026-07-05 00:00:00,02:06:01,Customer_173,Merchant_89,9171290169,user173@ybl,ICICI,Merchant Payment,7576,Success,UPI,Karnataka,Aurangabad,Android
PP100173,2026-07-05 00:00:00,20:29:54,Customer_174,Merchant_84,9152372950,user174@ybl,Kotak,Merchant Payment,16245,Success,QR Code,Rajasthan,Mumbai,Android
PP100174,2026-07-05 00:00:00,22:49:12,Customer_175,Merchant_2,9677290858,user175@ybl,Axis,Merchant Payment,5950,Success,Phone Number,Gujarat,Nashik,Android
PP100175,2026-07-06 00:00:00,07:25:34,Customer_176,Merchant_70,9600548174,user176@ybl,PNB,Bill Payment,11653,Success,UPI,Gujarat,Pune,Android
PP100176,2026-07-06 00:00:00,01:46:11,Customer_177,Merchant_17,9195973141,user177@ybl,HDFC,Bill Payment,23404,Pending,Phone Number,Maharashtra,Mumbai,Android
PP100177,2026-07-06 00:00:00,07:14:29,Customer_178,Merchant_89,9159835657,user178@ybl,Canara,Bill Payment,3532,Success,QR Code,Madhya Pradesh,Pune,Android
PP100178,2026-07-06 00:00:00,22:11:45,Customer_179,Merchant_28,9306251805,user179@ybl,Canara,Merchant Payment,6086,Success,UPI,Rajasthan,Mumbai,Android
PP100179,2026-07-06 00:00:00,03:35:10,Customer_180,Merchant_66,9544094162,user180@ybl,PNB,Merchant Payment,13227,Success,Phone Number,Madhya Pradesh,Nashik,Android
PP100180,2026-07-06 00:00:00,20:24:39,Customer_181,Merchant_35,9322340379,user181@ybl,SBI,Food Payment,20126,Success,QR Code,Karnataka,Pune,Android
PP100181,2026-07-06 00:00:00,21:35:35,Customer_182,Merchant_5,9684937866,user182@ybl,ICICI,Bill Payment,14342,Failed,QR Code,Maharashtra,Nashik,Android
PP100182,2026-07-06 00:00:00,22:34:24,Customer_183,Merchant_65,9439099600,user183@ybl,ICICI,Food Payment,22052,Success,UPI,Gujarat,Pune,iOS
PP100183,2026-07-06 00:00:00,06:27:55,Customer_184,Merchant_40,9485226585,user184@ybl,SBI,Bill Payment,2080,Success,UPI,Maharashtra,Mumbai,Android
PP100184,2026-07-06 00:00:00,20:04:34,Customer_185,Merchant_76,9496062858,user185@ybl,ICICI,Bill Payment,14033,Success,Phone Number,Gujarat,Aurangabad,Android
PP100185,2026-07-06 00:00:00,22:37:29,Customer_186,Merchant_56,9463606741,user186@ybl,SBI,Food Payment,19438,Success,QR Code,Maharashtra,Aurangabad,Android
PP100186,2026-07-06 00:00:00,16:40:04,Customer_187,Merchant_36,9451550092,user187@ybl,Axis,Bill Payment,2407,Success,Phone Number,Gujarat,Nagpur,Android
PP100187,2026-07-06 00:00:00,17:29:41,Customer_188,Merchant_45,9992318966,user188@ybl,SBI,Bill Payment,23412,Success,UPI,Madhya Pradesh,Nagpur,iOS
PP100188,2026-07-06 00:00:00,23:30:59,Customer_189,Merchant_23,9525778002,user189@ybl,ICICI,Food Payment,8051,Success,UPI,Madhya Pradesh,Kolhapur,iOS
PP100189,2026-07-06 00:00:00,15:09:13,Customer_190,Merchant_47,9297901125,user190@ybl,ICICI,Bill Payment,1819,Success,UPI,Madhya Pradesh,Nashik,Android
PP100190,2026-07-06 00:00:00,13:27:27,Customer_191,Merchant_31,9010467906,user191@ybl,Axis,Bill Payment,20811,Success,QR Code,Madhya Pradesh,Pune,Android
PP100191,2026-07-06 00:00:00,09:35:29,Customer_192,Merchant_11,9490269064,user192@ybl,SBI,Bill Payment,2800,Success,Phone Number,Maharashtra,Nagpur,Android
PP100192,2026-07-06 00:00:00,21:01:43,Customer_193,Merchant_10,9000824985,user193@ybl,Axis,Merchant Payment,1147,Success,Phone Number,Gujarat,Mumbai,iOS
PP100193,2026-07-06 00:00:00,21:08:10,Customer_194,Merchant_67,9877085822,user194@ybl,PNB,Merchant Payment,24934,Success,UPI,Madhya Pradesh,Aurangabad,Android
PP100194,2026-07-06 00:00:00,04:47:40,Customer_195,Merchant_14,9586221824,user195@ybl,Kotak,Bill Payment,7385,Success,Phone Number,Maharashtra,Pune,Android
PP100195,2026-07-06 00:00:00,01:03:32,Customer_196,Merchant_80,9871217558,user196@ybl,Axis,Food Payment,14655,Success,Phone Number,Gujarat,Kolhapur,Android
PP100196,2026-07-07 00:00:00,07:47:04,Customer_197,Merchant_74,9733801153,user197@ybl,HDFC,Bill Payment,7631,Success,UPI,Maharashtra,Aurangabad,Android
PP100197,2026-07-07 00:00:00,16:17:36,Customer_198,Merchant_93,9922257633,user198@ybl,ICICI,Food Payment,12666,Success,Phone Number,Madhya Pradesh,Pune,Android
PP100198,2026-07-07 00:00:00,07:34:45,Customer_199,Merchant_10,9910817837,user199@ybl,Kotak,Merchant Payment,7555,Pending,UPI,Karnataka,Nagpur,Android
PP100199,2026-07-07 00:00:00,00:26:45,Customer_200,Merchant_76,9899469302,user200@ybl,Canara,Merchant Payment,14524,Success,UPI,Maharashtra,Nagpur,Android
PP100200,2026-07-07 00:00:00,19:45:58,Customer_201,Merchant_94,9426859062,user201@ybl,PNB,Food Payment,9384,Success,UPI,Madhya Pradesh,Nashik,Android
PP100201,2026-07-07 00:00:00,20:05:03,Customer_202,Merchant_1,9493944599,user202@ybl,SBI,Merchant Payment,2828,Success,QR Code,Rajasthan,Kolhapur,iOS
PP100202,2026-07-07 00:00:00,07:32:19,Customer_203,Merchant_5,9577871909,user203@ybl,Kotak,Merchant Payment,13075,Failed,QR Code,Gujarat,Pune,Android
PP100203,2026-07-07 00:00:00,21:25:49,Customer_204,Merchant_20,9112961058,user204@ybl,Axis,Merchant Payment,4317,Success,UPI,Madhya Pradesh,Kolhapur,iOS
PP100204,2026-07-07 00:00:00,15:35:38,Customer_205,Merchant_8,9252049365,user205@ybl,ICICI,Food Payment,11229,Success,UPI,Rajasthan,Mumbai,Android
PP100205,2026-07-07 00:00:00,21:08:45,Customer_206,Merchant_43,9964366573,user206@ybl,ICICI,Food Payment,20963,Success,Phone Number,Maharashtra,Kolhapur,Android
PP100206,2026-07-07 00:00:00,03:51:58,Customer_207,Merchant_76,9943070455,user207@ybl,ICICI,Food Payment,468,Success,Phone Number,Maharashtra,Nagpur,Android
PP100207,2026-07-07 00:00:00,23:47:35,Customer_208,Merchant_1,9424715877,user208@ybl,Kotak,Bill Payment,5028,Success,Phone Number,Rajasthan,Nashik,Android
PP100208,2026-07-07 00:00:00,07:37:26,Customer_209,Merchant_57,9767511705,user209@ybl,ICICI,Bill Payment,21297,Success,UPI,Rajasthan,Nagpur,Android
PP100209,2026-07-07 00:00:00,03:37:26,Customer_210,Merchant_64,9539220234,user210@ybl,Axis,Merchant Payment,17197,Success,UPI,Gujarat,Aurangabad,Android
PP100210,2026-07-07 00:00:00,06:53:38,Customer_211,Merchant_84,9254255710,user211@ybl,SBI,Food Payment,16840,Success,UPI,Maharashtra,Nagpur,Android
PP100211,2026-07-07 00:00:00,01:12:04,Customer_212,Merchant_28,9369224492,user212@ybl,Kotak,Merchant Payment,6032,Success,UPI,Rajasthan,Pune,iOS
PP100212,2026-07-07 00:00:00,21:12:03,Customer_213,Merchant_37,9832198326,user213@ybl,ICICI,Bill Payment,22273,Success,QR Code,Karnataka,Nashik,Android
PP100213,2026-07-07 00:00:00,02:31:51,Customer_214,Merchant_47,9716442413,user214@ybl,Canara,Bill Payment,1640,Success,QR Code,Karnataka,Pune,Android
PP100214,2026-07-07 00:00:00,10:35:10,Customer_215,Merchant_76,9509358165,user215@ybl,Canara,Merchant Payment,13604,Success,Phone Number,Rajasthan,Mumbai,Android
PP100215,2026-07-07 00:00:00,04:33:09,Customer_216,Merchant_37,9176446888,user216@ybl,HDFC,Food Payment,20712,Success,Phone Number,Gujarat,Mumbai,Android
PP100216,2026-07-07 00:00:00,11:30:27,Customer_217,Merchant_49,9595206307,user217@ybl,ICICI,Bill Payment,968,Pending,UPI,Maharashtra,Nagpur,Android
PP100217,2026-07-07 00:00:00,22:06:19,Customer_218,Merchant_44,9551013106,user218@ybl,ICICI,Merchant Payment,20348,Success,QR Code,Karnataka,Nashik,Android
PP100218,2026-07-07 00:00:00,07:59:06,Customer_219,Merchant_56,9753527914,user219@ybl,Kotak,Merchant Payment,9339,Success,Phone Number,Rajasthan,Kolhapur,iOS
PP100219,2026-07-07 00:00:00,00:01:57,Customer_220,Merchant_28,9051359775,user220@ybl,Kotak,Food Payment,16595,Success,QR Code,Rajasthan,Nashik,Android
PP100220,2026-07-07 00:00:00,23:27:51,Customer_221,Merchant_79,9377903366,user221@ybl,BOB,Merchant Payment,12224,Success,UPI,Madhya Pradesh,Nashik,Android
PP100221,2026-07-07 00:00:00,03:40:34,Customer_222,Merchant_6,9746782234,user222@ybl,SBI,Merchant Payment,11972,Success,QR Code,Rajasthan,Nashik,Android
PP100222,2026-07-07 00:00:00,14:50:41,Customer_223,Merchant_61,9906874364,user223@ybl,ICICI,Merchant Payment,17807,Success,UPI,Gujarat,Nagpur,iOS
PP100223,2026-07-07 00:00:00,00:14:06,Customer_224,Merchant_20,9600921169,user224@ybl,HDFC,Merchant Payment,18394,Success,UPI,Karnataka,Pune,iOS
PP100224,2026-07-07 00:00:00,03:02:34,Customer_225,Merchant_78,9131579343,user225@ybl,SBI,Bill Payment,1124,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100225,2026-07-07 00:00:00,22:00:39,Customer_226,Merchant_2,9248777767,user226@ybl,ICICI,Food Payment,568,Success,Phone Number,Karnataka,Kolhapur,Android
PP100226,2026-07-07 00:00:00,12:55:14,Customer_227,Merchant_73,9779603349,user227@ybl,SBI,Bill Payment,11660,Success,UPI,Karnataka,Pune,Android
PP100227,2026-07-07 00:00:00,01:47:49,Customer_228,Merchant_37,9531577651,user228@ybl,Axis,Bill Payment,22165,Success,UPI,Gujarat,Kolhapur,Android
PP100228,2026-07-07 00:00:00,08:21:45,Customer_229,Merchant_20,9645977260,user229@ybl,Kotak,Merchant Payment,7923,Success,Phone Number,Rajasthan,Aurangabad,iOS
PP100229,2026-07-07 00:00:00,11:41:41,Customer_230,Merchant_26,9069869471,user230@ybl,ICICI,Food Payment,18188,Success,UPI,Gujarat,Aurangabad,Android
PP100230,2026-07-08 00:00:00,17:52:03,Customer_231,Merchant_29,9858127096,user231@ybl,SBI,Merchant Payment,10633,Success,QR Code,Rajasthan,Pune,Android
PP100231,2026-07-08 00:00:00,16:07:47,Customer_232,Merchant_1,9608739418,user232@ybl,Kotak,Merchant Payment,17208,Success,UPI,Madhya Pradesh,Nagpur,Android
PP100232,2026-07-08 00:00:00,13:42:56,Customer_233,Merchant_35,9526821663,user233@ybl,ICICI,Merchant Payment,9010,Success,UPI,Gujarat,Kolhapur,Android
PP100233,2026-07-08 00:00:00,12:39:47,Customer_234,Merchant_70,9870045289,user234@ybl,PNB,Merchant Payment,11487,Success,Phone Number,Gujarat,Kolhapur,Android
PP100234,2026-07-08 00:00:00,10:16:16,Customer_235,Merchant_59,9536785574,user235@ybl,Kotak,Food Payment,23921,Failed,Phone Number,Maharashtra,Mumbai,Android
PP100235,2026-07-08 00:00:00,18:46:24,Customer_236,Merchant_69,9225155767,user236@ybl,SBI,Bill Payment,23235,Success,UPI,Gujarat,Kolhapur,Android
PP100236,2026-07-08 00:00:00,21:47:57,Customer_237,Merchant_33,9852920438,user237@ybl,HDFC,Bill Payment,23321,Success,QR Code,Maharashtra,Nagpur,iOS
PP100237,2026-07-08 00:00:00,11:48:53,Customer_238,Merchant_51,9849365391,user238@ybl,PNB,Food Payment,4258,Success,UPI,Rajasthan,Mumbai,Android
PP100238,2026-07-08 00:00:00,00:30:28,Customer_239,Merchant_78,9033053000,user239@ybl,Axis,Food Payment,19664,Success,UPI,Rajasthan,Nagpur,Android
PP100239,2026-07-08 00:00:00,00:31:57,Customer_240,Merchant_12,9797167796,user240@ybl,ICICI,Food Payment,4387,Success,Phone Number,Rajasthan,Nashik,Android
PP100240,2026-07-08 00:00:00,05:43:38,Customer_241,Merchant_20,9408615106,user241@ybl,BOB,Food Payment,5671,Success,QR Code,Maharashtra,Kolhapur,Android
PP100241,2026-07-08 00:00:00,08:57:34,Customer_242,Merchant_53,9114460723,user242@ybl,Axis,Merchant Payment,16224,Success,QR Code,Rajasthan,Nashik,Android
PP100242,2026-07-08 00:00:00,13:09:22,Customer_243,Merchant_88,9839463083,user243@ybl,Kotak,Merchant Payment,19775,Success,Phone Number,Karnataka,Aurangabad,Android
PP100243,2026-07-08 00:00:00,05:35:28,Customer_244,Merchant_43,9850218088,user244@ybl,PNB,Food Payment,2113,Pending,Phone Number,Gujarat,Aurangabad,Android
PP100244,2026-07-08 00:00:00,16:29:43,Customer_245,Merchant_98,9770792600,user245@ybl,Axis,Bill Payment,4021,Success,Phone Number,Maharashtra,Pune,Android
PP100245,2026-07-08 00:00:00,18:12:25,Customer_246,Merchant_89,9944767551,user246@ybl,HDFC,Bill Payment,22960,Success,UPI,Rajasthan,Kolhapur,Android
PP100246,2026-07-08 00:00:00,22:49:40,Customer_247,Merchant_50,9542578022,user247@ybl,BOB,Bill Payment,7830,Success,UPI,Karnataka,Mumbai,Android
PP100247,2026-07-08 00:00:00,02:44:25,Customer_248,Merchant_29,9704217260,user248@ybl,Kotak,Merchant Payment,11292,Success,QR Code,Gujarat,Nashik,Android
PP100248,2026-07-08 00:00:00,00:36:59,Customer_249,Merchant_57,9527515642,user249@ybl,PNB,Bill Payment,4574,Success,QR Code,Gujarat,Nagpur,iOS
PP100249,2026-07-08 00:00:00,11:03:29,Customer_250,Merchant_39,9335903939,user250@ybl,Axis,Merchant Payment,18921,Success,Phone Number,Rajasthan,Kolhapur,Android
PP100250,2026-07-08 00:00:00,01:28:07,Customer_251,Merchant_95,9083629277,user251@ybl,PNB,Food Payment,8717,Success,Phone Number,Karnataka,Pune,Android
PP100251,2026-07-08 00:00:00,09:33:07,Customer_252,Merchant_56,9091707713,user252@ybl,PNB,Bill Payment,22209,Success,Phone Number,Maharashtra,Nagpur,Android
PP100252,2026-07-08 00:00:00,02:21:52,Customer_253,Merchant_43,9587768129,user253@ybl,Axis,Bill Payment,17500,Success,UPI,Rajasthan,Nashik,iOS
PP100253,2026-07-08 00:00:00,00:22:22,Customer_254,Merchant_50,9759893792,user254@ybl,Canara,Food Payment,12391,Success,Phone Number,Gujarat,Kolhapur,Android
PP100254,2026-07-08 00:00:00,17:31:16,Customer_255,Merchant_23,9274290284,user255@ybl,ICICI,Food Payment,9256,Success,UPI,Gujarat,Nashik,Android
PP100255,2026-07-08 00:00:00,05:20:16,Customer_256,Merchant_44,9916136366,user256@ybl,SBI,Merchant Payment,13789,Success,Phone Number,Gujarat,Kolhapur,iOS
PP100256,2026-07-08 00:00:00,22:09:27,Customer_257,Merchant_38,9058129483,user257@ybl,Kotak,Merchant Payment,7081,Success,UPI,Rajasthan,Kolhapur,iOS
PP100257,2026-07-08 00:00:00,07:23:34,Customer_258,Merchant_84,9035403599,user258@ybl,Kotak,Food Payment,18608,Success,QR Code,Madhya Pradesh,Nashik,Android
PP100258,2026-07-08 00:00:00,10:04:18,Customer_259,Merchant_23,9384789450,user259@ybl,BOB,Merchant Payment,3922,Success,Phone Number,Madhya Pradesh,Nashik,Android
PP100259,2026-07-08 00:00:00,11:41:18,Customer_260,Merchant_45,9631425762,user260@ybl,BOB,Food Payment,1372,Success,QR Code,Madhya Pradesh,Nagpur,Android
PP100260,2026-07-08 00:00:00,23:12:04,Customer_261,Merchant_52,9719830764,user261@ybl,BOB,Merchant Payment,1616,Success,QR Code,Karnataka,Pune,Android
PP100261,2026-07-09 00:00:00,03:23:39,Customer_262,Merchant_80,9946475481,user262@ybl,Kotak,Bill Payment,8787,Success,Phone Number,Rajasthan,Nashik,Android
PP100262,2026-07-09 00:00:00,00:03:55,Customer_263,Merchant_50,9072697598,user263@ybl,PNB,Merchant Payment,23384,Success,QR Code,Gujarat,Aurangabad,Android
PP100263,2026-07-09 00:00:00,11:55:29,Customer_264,Merchant_8,9694716380,user264@ybl,BOB,Food Payment,699,Success,QR Code,Karnataka,Pune,Android
PP100264,2026-07-09 00:00:00,18:44:04,Customer_265,Merchant_85,9657400895,user265@ybl,Axis,Bill Payment,20116,Success,UPI,Madhya Pradesh,Aurangabad,Android
PP100265,2026-07-09 00:00:00,02:22:47,Customer_266,Merchant_1,9940552700,user266@ybl,ICICI,Bill Payment,12040,Success,Phone Number,Maharashtra,Nagpur,Android
PP100266,2026-07-09 00:00:00,19:39:52,Customer_267,Merchant_8,9590505275,user267@ybl,HDFC,Food Payment,12116,Success,QR Code,Karnataka,Nashik,Android
PP100267,2026-07-09 00:00:00,18:10:41,Customer_268,Merchant_29,9047254590,user268@ybl,Kotak,Bill Payment,11405,Success,QR Code,Karnataka,Pune,Android
PP100268,2026-07-09 00:00:00,23:29:15,Customer_269,Merchant_96,9681949355,user269@ybl,Axis,Bill Payment,8529,Success,UPI,Rajasthan,Nashik,Android
PP100269,2026-07-09 00:00:00,20:28:18,Customer_270,Merchant_5,9113086622,user270@ybl,ICICI,Merchant Payment,21705,Success,QR Code,Karnataka,Kolhapur,Android
PP100270,2026-07-09 00:00:00,01:30:15,Customer_271,Merchant_86,9022332977,user271@ybl,ICICI,Merchant Payment,5754,Success,UPI,Rajasthan,Nashik,Android
PP100271,2026-07-09 00:00:00,10:02:39,Customer_272,Merchant_47,9061023594,user272@ybl,Canara,Merchant Payment,15695,Success,UPI,Maharashtra,Pune,Android
PP100272,2026-07-09 00:00:00,12:12:05,Customer_273,Merchant_34,9373912577,user273@ybl,SBI,Merchant Payment,24385,Success,QR Code,Gujarat,Nashik,Android
PP100273,2026-07-09 00:00:00,01:39:11,Customer_274,Merchant_65,9861767269,user274@ybl,Axis,Merchant Payment,22296,Success,UPI,Gujarat,Nashik,Android
PP100274,2026-07-09 00:00:00,02:13:27,Customer_275,Merchant_55,9829511446,user275@ybl,Kotak,Food Payment,20100,Pending,UPI,Madhya Pradesh,Mumbai,Android
PP100275,2026-07-09 00:00:00,11:37:12,Customer_276,Merchant_90,9164579365,user276@ybl,BOB,Bill Payment,12713,Success,QR Code,Madhya Pradesh,Mumbai,Android
PP100276,2026-07-09 00:00:00,16:16:36,Customer_277,Merchant_43,9917984935,user277@ybl,PNB,Merchant Payment,23533,Failed,UPI,Maharashtra,Pune,Android
PP100277,2026-07-09 00:00:00,08:28:43,Customer_278,Merchant_74,9729033082,user278@ybl,BOB,Merchant Payment,19400,Success,UPI,Gujarat,Pune,Android
PP100278,2026-07-09 00:00:00,04:18:44,Customer_279,Merchant_30,9457525035,user279@ybl,ICICI,Food Payment,23641,Success,UPI,Madhya Pradesh,Kolhapur,iOS
PP100279,2026-07-09 00:00:00,05:21:22,Customer_280,Merchant_82,9692860108,user280@ybl,ICICI,Food Payment,23731,Success,QR Code,Karnataka,Kolhapur,Android
PP100280,2026-07-09 00:00:00,06:38:50,Customer_281,Merchant_17,9869243681,user281@ybl,HDFC,Food Payment,7427,Failed,Phone Number,Rajasthan,Nashik,iOS
PP100281,2026-07-09 00:00:00,00:01:17,Customer_282,Merchant_26,9789989688,user282@ybl,BOB,Merchant Payment,11806,Success,Phone Number,Madhya Pradesh,Aurangabad,iOS
PP100282,2026-07-09 00:00:00,05:43:31,Customer_283,Merchant_8,9231924456,user283@ybl,SBI,Food Payment,2562,Success,UPI,Maharashtra,Pune,Android
PP100283,2026-07-09 00:00:00,04:43:04,Customer_284,Merchant_47,9601891502,user284@ybl,SBI,Merchant Payment,17082,Success,UPI,Gujarat,Nashik,Android
PP100284,2026-07-09 00:00:00,03:54:20,Customer_285,Merchant_76,9124958936,user285@ybl,Canara,Merchant Payment,5386,Success,UPI,Maharashtra,Aurangabad,Android
PP100285,2026-07-09 00:00:00,23:03:05,Customer_286,Merchant_91,9519766700,user286@ybl,SBI,Food Payment,22047,Success,QR Code,Rajasthan,Mumbai,Android
PP100286,2026-07-09 00:00:00,23:20:56,Customer_287,Merchant_72,9734749354,user287@ybl,ICICI,Food Payment,7430,Success,Phone Number,Rajasthan,Kolhapur,Android
PP100287,2026-07-09 00:00:00,12:01:43,Customer_288,Merchant_89,9696342332,user288@ybl,ICICI,Food Payment,9855,Success,UPI,Maharashtra,Pune,iOS
PP100288,2026-07-09 00:00:00,16:26:47,Customer_289,Merchant_46,9944633853,user289@ybl,SBI,Bill Payment,13667,Success,UPI,Madhya Pradesh,Nashik,Android
PP100289,2026-07-09 00:00:00,20:50:46,Customer_290,Merchant_68,9151453261,user290@ybl,PNB,Bill Payment,5561,Success,UPI,Madhya Pradesh,Mumbai,Android
PP100290,2026-07-10 00:00:00,08:08:07,Customer_291,Merchant_33,9535333862,user291@ybl,PNB,Merchant Payment,17238,Success,QR Code,Gujarat,Nagpur,Android
PP100291,2026-07-10 00:00:00,11:01:51,Customer_292,Merchant_1,9255383831,user292@ybl,SBI,Food Payment,10453,Failed,Phone Number,Gujarat,Mumbai,iOS
PP100292,2026-07-10 00:00:00,03:19:14,Customer_293,Merchant_19,9143645931,user293@ybl,HDFC,Bill Payment,10567,Success,QR Code,Karnataka,Nashik,Android
PP100293,2026-07-10 00:00:00,20:22:20,Customer_294,Merchant_31,9989632928,user294@ybl,Axis,Bill Payment,9880,Pending,Phone Number,Karnataka,Kolhapur,Android
PP100294,2026-07-10 00:00:00,20:01:41,Customer_295,Merchant_80,9424139117,user295@ybl,HDFC,Merchant Payment,22430,Success,QR Code,Gujarat,Aurangabad,Android
PP100295,2026-07-10 00:00:00,19:52:00,Customer_296,Merchant_14,9064706436,user296@ybl,HDFC,Food Payment,10765,Success,UPI,Karnataka,Nagpur,Android
PP100296,2026-07-10 00:00:00,05:09:34,Customer_297,Merchant_53,9910004961,user297@ybl,SBI,Merchant Payment,24876,Success,UPI,Maharashtra,Nagpur,Android
PP100297,2026-07-10 00:00:00,02:33:04,Customer_298,Merchant_48,9973297122,user298@ybl,PNB,Bill Payment,24374,Success,Phone Number,Madhya Pradesh,Kolhapur,iOS
PP100298,2026-07-10 00:00:00,05:18:16,Customer_299,Merchant_69,9905101535,user299@ybl,BOB,Food Payment,6838,Success,QR Code,Karnataka,Nagpur,Android
PP100299,2026-07-10 00:00:00,18:48:48,Customer_300,Merchant_90,9899707859,user300@ybl,BOB,Bill Payment,14121,Success,QR Code,Karnataka,Pune,iOS
PP100300,2026-07-10 00:00:00,09:26:56,Customer_301,Merchant_62,9455831819,user301@ybl,SBI,Food Payment,5048,Success,Phone Number,Maharashtra,Nashik,Android
PP100301,2026-07-10 00:00:00,03:07:26,Customer_302,Merchant_92,9817898981,user302@ybl,BOB,Food Payment,15818,Success,QR Code,Rajasthan,Nagpur,iOS
PP100302,2026-07-10 00:00:00,12:39:18,Customer_303,Merchant_66,9361023751,user303@ybl,Axis,Bill Payment,10974,Success,Phone Number,Gujarat,Mumbai,Android
PP100303,2026-07-10 00:00:00,05:06:21,Customer_304,Merchant_64,9814367494,user304@ybl,PNB,Food Payment,21107,Success,QR Code,Maharashtra,Aurangabad,Android
PP100304,2026-07-10 00:00:00,10:07:35,Customer_305,Merchant_70,9171957533,user305@ybl,SBI,Food Payment,12790,Success,Phone Number,Rajasthan,Nashik,iOS
PP100305,2026-07-10 00:00:00,01:06:58,Customer_306,Merchant_63,9537803315,user306@ybl,Canara,Merchant Payment,9458,Success,UPI,Maharashtra,Kolhapur,Android
PP100306,2026-07-10 00:00:00,03:08:22,Customer_307,Merchant_73,9264347265,user307@ybl,Kotak,Merchant Payment,18176,Success,Phone Number,Madhya Pradesh,Mumbai,Android
PP100307,2026-07-10 00:00:00,18:45:06,Customer_308,Merchant_33,9066085143,user308@ybl,Kotak,Bill Payment,18568,Success,Phone Number,Maharashtra,Pune,Android
PP100308,2026-07-10 00:00:00,11:25:57,Customer_309,Merchant_41,9670420256,user309@ybl,SBI,Food Payment,7131,Success,QR Code,Maharashtra,Nagpur,Android
PP100309,2026-07-10 00:00:00,15:15:17,Customer_310,Merchant_89,9732485851,user310@ybl,SBI,Merchant Payment,24787,Success,Phone Number,Madhya Pradesh,Mumbai,Android
PP100310,2026-07-10 00:00:00,23:05:22,Customer_311,Merchant_48,9487603665,user311@ybl,Canara,Merchant Payment,19239,Success,Phone Number,Gujarat,Nashik,Android
PP100311,2026-07-10 00:00:00,06:48:39,Customer_312,Merchant_13,9759232094,user312@ybl,BOB,Merchant Payment,19069,Success,UPI,Rajasthan,Mumbai,Android
PP100312,2026-07-10 00:00:00,15:46:59,Customer_313,Merchant_73,9001357202,user313@ybl,Kotak,Food Payment,6133,Success,QR Code,Karnataka,Pune,Android
PP100313,2026-07-10 00:00:00,22:28:30,Customer_314,Merchant_77,9243386325,user314@ybl,Axis,Merchant Payment,2583,Success,UPI,Gujarat,Aurangabad,Android
PP100314,2026-07-11 00:00:00,19:48:44,Customer_315,Merchant_31,9258534527,user315@ybl,SBI,Food Payment,15909,Success,Phone Number,Maharashtra,Nagpur,Android
PP100315,2026-07-11 00:00:00,01:30:08,Customer_316,Merchant_75,9379929683,user316@ybl,PNB,Bill Payment,8518,Success,Phone Number,Karnataka,Nashik,Android
